ROOT	WORD	SEGMENTATION	ANALYSIS	FREQ
зөрчил	зөрчилтэй	зөрчил-тэй	N-COM;SG	5415
зөрөлдөөн	зөрөлдөөний	зөрөлдөөн-ий	N-GEN;SG	27
зөрөлдөөн	зөрөлдөөнд	зөрөлдөөн-д	N-DAT;SG	21
зөрөлдөөн	зөрөлдөөнийг	зөрөлдөөн-ийг	N-ACC;SG	170
зөрөлдөөн	зөрөлдөөнөөс	зөрөлдөөн-өөс	N-ABL;SG	28
зөрөлдөөн	зөрөлдөөнөөр	зөрөлдөөн-өөр	N-INS;SG	1
зөрөлдөөн	зөрөлдөөнтэй	зөрөлдөөн-тэй	N-COM;SG	154
зөрөлдөөн	зөрөлдөөнөө	зөрөлдөөн-өө	N-VOC;SG	52
хөдөлмөрчин	хөдөлмөрчинд	хөдөлмөрчин-д	N-DAT;SG	1
хөдөлмөрчин	хөдөлмөрчинтэй	хөдөлмөрчин-тэй	N-COM;SG	1
ажилтан	ажилтанд	ажилтан-д	N-DAT;SG	3303
ажилтан	ажилтантай	ажилтан-тай	N-COM;SG	3486
нэгтгэл	нэгтгэлийн	нэгтгэл-ийн	N-GEN;SG	740
нэгтгэл	нэгтгэлд	нэгтгэл-д	N-DAT;SG	104
нэгтгэл	нэгтгэлийг	нэгтгэл-ийг	N-ACC;SG	181
нэгтгэл	нэгтгэлээс	нэгтгэл-ээс	N-ABL;SG	83
нэгтгэл	нэгтгэлээр	нэгтгэл-ээр	N-INS;SG	6
нэгтгэл	нэгтгэлтэй	нэгтгэл-тэй	N-COM;SG	26
нэгтгэл	нэгтгэлээ	нэгтгэл-ээ	N-VOC;SG	221
хамтатгал	хамтатгалын	хамтатгал-ын	N-GEN;SG	1
хамтатгал	хамтатгалд	хамтатгал-д	N-DAT;SG	1
хамтатгал	хамтатгалыг	хамтатгал-ыг	N-ACC;SG	1
хамтатгал	хамтатгалаас	хамтатгал-аас	N-ABL;SG	1
хамтатгал	хамтатгалаар	хамтатгал-аар	N-INS;SG	1
хамтатгал	хамтатгалтай	хамтатгал-тай	N-COM;SG	1
хамтатгал	хамтатгалаа	хамтатгал-аа	N-VOC;SG	1
хөлслөгч	хөлслөгчийн	хөлслөгч-ийн	N-GEN;SG	32
хөлслөгч	хөлслөгчийг	хөлслөгч-ийг	N-ACC;SG	2
хөлслөгч	хөлслөгчөөс	хөлслөгч-өөс	N-ABL;SG	1
хөлслөгч	хөлслөгчөөр	хөлслөгч-өөр	N-INS;SG	1
хөлслөгч	хөлслөгчтэй	хөлслөгч-тэй	N-COM;SG	5
хөлслөгч	хөлслөгчөө	хөлслөгч-өө	N-VOC;SG	1
шулам	шуламд	шулам-д	N-DAT;SG	14
шулам	шуламтай	шулам-тай	N-COM;SG	29
зохиогч	зохиогчийн	зохиогч-ийн	N-GEN;SG	6716
зохиогч	зохиогчийг	зохиогч-ийг	N-ACC;SG	136
зохиогч	зохиогчоос	зохиогч-оос	N-ABL;SG	143
зохиогч	зохиогчоор	зохиогч-оор	N-INS;SG	121
зохиогч	зохиогчтой	зохиогч-той	N-COM;SG	144
зохиогч	зохиогчоо	зохиогч-оо	N-VOC;SG	27
дайсан	дайсанд	дайсан-д	N-DAT;SG	194
дайсан	дайсантай	дайсан-тай	N-COM;SG	553
иог	иогийн	иог-ийн	N-GEN;SG	427
иог	иогт	иог-т	N-DAT;SG	29
иог	иогийг	иог-ийг	N-ACC;SG	57
иог	иогоос	иог-оос	N-ABL;SG	10
иог	иогоор	иог-оор	N-INS;SG	165
иог	иогтой	иог-той	N-COM;SG	6
иог	иогоо	иог-оо	N-VOC;SG	3
зөвшөөрөл	зөвшөөрөлд	зөвшөөрөл-д	N-DAT;SG	426
зөвшөөрөл	зөвшөөрөлтэй	зөвшөөрөл-тэй	N-COM;SG	5390
залгамжлал	залгамжлалын	залгамжлал-ын	N-GEN;SG	299
залгамжлал	залгамжлалд	залгамжлал-д	N-DAT;SG	4
залгамжлал	залгамжлалыг	залгамжлал-ыг	N-ACC;SG	35
залгамжлал	залгамжлалаас	залгамжлал-аас	N-ABL;SG	1
залгамжлал	залгамжлалаар	залгамжлал-аар	N-INS;SG	36
залгамжлал	залгамжлалтай	залгамжлал-тай	N-COM;SG	8
залгамжлал	залгамжлалаа	залгамжлал-аа	N-VOC;SG	9
аяга	аягатай	аяга-тай	N-COM;SG	481
цом	цомын	цом-ын	N-GEN;SG	5710
цом	цомд	цом-д	N-DAT;SG	564
цом	цомыг	цом-ыг	N-ACC;SG	1343
цом	цомоос	цом-оос	N-ABL;SG	303
цом	цомоор	цом-оор	N-INS;SG	109
цом	цомтой	цом-той	N-COM;SG	106
цом	цомоо	цом-оо	N-VOC;SG	224
эзэмшил	эзэмшилд	эзэмшил-д	N-DAT;SG	1680
эзэмшил	эзэмшилтэй	эзэмшил-тэй	N-COM;SG	258
эзэгнэл	эзэгнэлийн	эзэгнэл-ийн	N-GEN;SG	13
эзэгнэл	эзэгнэлд	эзэгнэл-д	N-DAT;SG	1
эзэгнэл	эзэгнэлийг	эзэгнэл-ийг	N-ACC;SG	1
эзэгнэл	эзэгнэлээс	эзэгнэл-ээс	N-ABL;SG	2
эзэгнэл	эзэгнэлээр	эзэгнэл-ээр	N-INS;SG	1
эзэгнэл	эзэгнэлтэй	эзэгнэл-тэй	N-COM;SG	1
эзэгнэл	эзэгнэлээ	эзэгнэл-ээ	N-VOC;SG	19
заагч	заагчийн	заагч-ийн	N-GEN;SG	18
заагч	заагчийг	заагч-ийг	N-ACC;SG	42
заагч	заагчаас	заагч-аас	N-ABL;SG	1
заагч	заагчаар	заагч-аар	N-INS;SG	6
заагч	заагчтай	заагч-тай	N-COM;SG	15
заагч	заагчаа	заагч-аа	N-VOC;SG	3
хямрал	хямралын	хямрал-ын	N-GEN;SG	4154
хямрал	хямралд	хямрал-д	N-DAT;SG	2836
хямрал	хямралыг	хямрал-ыг	N-ACC;SG	3194
хямрал	хямралаас	хямрал-аас	N-ABL;SG	2839
хямрал	хямралаар	хямрал-аар	N-INS;SG	141
хямрал	хямралтай	хямрал-тай	N-COM;SG	1716
хямрал	хямралаа	хямрал-аа	N-VOC;SG	112
дон	донд	дон-д	N-DAT;SG	27
дон	донг	дон-г	N-ACC;SG	47
дон	донтой	дон-той	N-COM;SG	759
давхраа	давхрааг	давхраа-г	N-ACC;SG	37
давхраа	давхраатай	давхраа-тай	N-COM;SG	115
давхарга	давхаргад	давхарга-д	N-DAT;SG	565
давхарга	давхаргатай	давхарга-тай	N-COM;SG	187
үе	үеийн	үе-ийн	N-GEN;SG	147039
үе	үед	үе-д	N-DAT;SG	264203
үе	үеийг	үе-ийг	N-ACC;SG	8282
үе	үеэс	үе-эс	N-ABL;SG	17476
үе	үеэр	үе-эр	N-INS;SG	89139
үе	үетэй	үе-тэй	N-COM;SG	3720
үе	үеэ	үе-э	N-VOC;SG	4871
баривчилгаа	баривчилгааг	баривчилгаа-г	N-ACC;SG	94
баривчилгаа	баривчилгаатай	баривчилгаа-тай	N-COM;SG	22
хязгаарлалт	хязгаарлалтын	хязгаарлалт-ын	N-GEN;SG	1119
хязгаарлалт	хязгаарлалтыг	хязгаарлалт-ыг	N-ACC;SG	962
хязгаарлалт	хязгаарлалтаас	хязгаарлалт-аас	N-ABL;SG	133
хязгаарлалт	хязгаарлалтаар	хязгаарлалт-аар	N-INS;SG	24
хязгаарлалт	хязгаарлалттай	хязгаарлалт-тай	N-COM;SG	434
хязгаарлалт	хязгаарлалтаа	хязгаарлалт-аа	N-VOC;SG	56
хориглолт	хориглолтын	хориглолт-ын	N-GEN;SG	96
хориглолт	хориглолтыг	хориглолт-ыг	N-ACC;SG	48
хориглолт	хориглолтоос	хориглолт-оос	N-ABL;SG	9
хориглолт	хориглолтоор	хориглолт-оор	N-INS;SG	1
хориглолт	хориглолттой	хориглолт-той	N-COM;SG	6
хориглолт	хориглолтоо	хориглолт-оо	N-VOC;SG	1
хорио	хориог	хорио-г	N-ACC;SG	120
хорио	хориотой	хорио-той	N-COM;SG	30239
цээр	цээрийн	цээр-ийн	N-GEN;SG	3604
цээр	цээрт	цээр-т	N-DAT;SG	64
цээр	цээрийг	цээр-ийг	N-ACC;SG	91
цээр	цээрээс	цээр-ээс	N-ABL;SG	6
цээр	цээрээр	цээр-ээр	N-INS;SG	3
цээр	цээртэй	цээр-тэй	N-COM;SG	271
цээр	цээрээ	цээр-ээ	N-VOC;SG	115
тактик	тактикийн	тактик-ийн	N-GEN;SG	921
тактик	тактикт	тактик-т	N-DAT;SG	31
тактик	тактикийг	тактик-ийг	N-ACC;SG	255
тактик	тактикаас	тактик-аас	N-ABL;SG	23
тактик	тактикаар	тактик-аар	N-INS;SG	119
тактик	тактиктай	тактик-тай	N-COM;SG	98
тактик	тактикаа	тактик-аа	N-VOC;SG	141
стратеги	стратегид	стратеги-д	N-DAT;SG	318
стратеги	стратегиас	стратеги-ас	N-ABL;SG	41
стратеги	стратегиар	стратеги-ар	N-INS;SG	46
стратеги	стратегитай	стратеги-тай	N-COM;SG	191
стратеги	стратегиа	стратеги-а	N-VOC;SG	390
үрчлээ	үрчлээг	үрчлээ-г	N-ACC;SG	180
үрчлээ	үрчлээтэй	үрчлээ-тэй	N-COM;SG	84
атираа	атирааг	атираа-г	N-ACC;SG	1
атираа	атираатай	атираа-тай	N-COM;SG	7
өөрчлөлт	өөрчлөлтийн	өөрчлөлт-ийн	N-GEN;SG	11099
өөрчлөлт	өөрчлөлтийг	өөрчлөлт-ийг	N-ACC;SG	18377
өөрчлөлт	өөрчлөлтөөс	өөрчлөлт-өөс	N-ABL;SG	1275
өөрчлөлт	өөрчлөлтөөр	өөрчлөлт-өөр	N-INS;SG	1556
өөрчлөлт	өөрчлөлттэй	өөрчлөлт-тэй	N-COM;SG	2468
өөрчлөлт	өөрчлөлтөө	өөрчлөлт-өө	N-VOC;SG	380
тал	талын	тал-ын	N-GEN;SG	41752
тал	талд	тал-д	N-DAT;SG	41961
тал	талыг	тал-ыг	N-ACC;SG	12853
тал	талаас	тал-аас	N-ABL;SG	39413
тал	талаар	тал-аар	N-INS;SG	353685
тал	талтай	тал-тай	N-COM;SG	15690
тал	талаа	тал-аа	N-VOC;SG	2585
хуудас	хуудастай	хуудас-тай	N-COM;SG	2157
далан	даланд	далан-д	N-DAT;SG	97
далан	даланг	далан-г	N-ACC;SG	445
далан	далантай	далан-тай	N-COM;SG	43
тогтолцоо	тогтолцоог	тогтолцоо-г	N-ACC;SG	16755
тогтолцоо	тогтолцоотой	тогтолцоо-той	N-COM;SG	2069
бүтэц	бүтцэд	бүтцэ-д	N-DAT;SG	2900
бүтэц	бүтэцтэй	бүтэц-тэй	N-COM;SG	3360
байгууламж	байгууламжийн	байгууламж-ийн	N-GEN;SG	13886
байгууламж	байгууламжийг	байгууламж-ийг	N-ACC;SG	6762
байгууламж	байгууламжаас	байгууламж-аас	N-ABL;SG	562
байгууламж	байгууламжаар	байгууламж-аар	N-INS;SG	339
байгууламж	байгууламжтай	байгууламж-тай	N-COM;SG	1058
байгууламж	байгууламжаа	байгууламж-аа	N-VOC;SG	381
дэлгэрэлт	дэлгэрэлтийн	дэлгэрэлт-ийн	N-GEN;SG	28
дэлгэрэлт	дэлгэрэлтийг	дэлгэрэлт-ийг	N-ACC;SG	8
дэлгэрэлт	дэлгэрэлтээс	дэлгэрэлт-ээс	N-ABL;SG	1
дэлгэрэлт	дэлгэрэлтээр	дэлгэрэлт-ээр	N-INS;SG	4
дэлгэрэлт	дэлгэрэлттэй	дэлгэрэлт-тэй	N-COM;SG	2
дэлгэрэлт	дэлгэрэлтээ	дэлгэрэлт-ээ	N-VOC;SG	1
тархалт	тархалтын	тархалт-ын	N-GEN;SG	901
тархалт	тархалтыг	тархалт-ыг	N-ACC;SG	1222
тархалт	тархалтаас	тархалт-аас	N-ABL;SG	89
тархалт	тархалтаар	тархалт-аар	N-INS;SG	57
тархалт	тархалттай	тархалт-тай	N-COM;SG	255
тархалт	тархалтаа	тархалт-аа	N-VOC;SG	2
илбэ	илбэд	илбэ-д	N-DAT;SG	1
илбэ	илбэтэй	илбэ-тэй	N-COM;SG	15
жатга	жатгад	жатга-д	N-DAT;SG	2
жатга	жатгатай	жатга-тай	N-COM;SG	4
тайлбар	тайлбарын	тайлбар-ын	N-GEN;SG	672
тайлбар	тайлбарт	тайлбар-т	N-DAT;SG	661
тайлбар	тайлбарыг	тайлбар-ыг	N-ACC;SG	3867
тайлбар	тайлбараас	тайлбар-аас	N-ABL;SG	222
тайлбар	тайлбараар	тайлбар-аар	N-INS;SG	330
тайлбар	тайлбартай	тайлбар-тай	N-COM;SG	570
тайлбар	тайлбараа	тайлбар-аа	N-VOC;SG	378
суваг	сувагт	суваг-т	N-DAT;SG	791
суваг	сувагтай	суваг-тай	N-COM;SG	296
линз	линзийн	линз-ийн	N-GEN;SG	26
линз	линзийг	линз-ийг	N-ACC;SG	57
линз	линзээс	линз-ээс	N-ABL;SG	6
линз	линзээр	линз-ээр	N-INS;SG	25
линз	линзтэй	линз-тэй	N-COM;SG	84
линз	линзээ	линз-ээ	N-VOC;SG	40
индекс	индексийн	индекс-ийн	N-GEN;SG	863
индекс	индекст	индекс-т	N-DAT;SG	207
индекс	индексийг	индекс-ийг	N-ACC;SG	920
индекс	индексээс	индекс-ээс	N-ABL;SG	49
индекс	индексээр	индекс-ээр	N-INS;SG	968
индекс	индекстэй	индекс-тэй	N-COM;SG	102
индекс	индексээ	индекс-ээ	N-VOC;SG	38
харвалт	харвалтын	харвалт-ын	N-GEN;SG	485
харвалт	харвалтыг	харвалт-ыг	N-ACC;SG	48
харвалт	харвалтаас	харвалт-аас	N-ABL;SG	148
харвалт	харвалтаар	харвалт-аар	N-INS;SG	61
харвалт	харвалттай	харвалт-тай	N-COM;SG	54
харвалт	харвалтаа	харвалт-аа	N-VOC;SG	2
буудлага	буудлагад	буудлага-д	N-DAT;SG	55
буудлага	буудлагатай	буудлага-тай	N-COM;SG	125
галлалт	галлалтын	галлалт-ын	N-GEN;SG	1
галлалт	галлалтыг	галлалт-ыг	N-ACC;SG	1
галлалт	галлалтаас	галлалт-аас	N-ABL;SG	1
галлалт	галлалтаар	галлалт-аар	N-INS;SG	1
галлалт	галлалттай	галлалт-тай	N-COM;SG	1
галлалт	галлалтаа	галлалт-аа	N-VOC;SG	1
хөөрөл	хөөрөлд	хөөрөл-д	N-DAT;SG	115
хөөрөл	хөөрөлтэй	хөөрөл-тэй	N-COM;SG	83
тариачин	тариачинд	тариачин-д	N-DAT;SG	8
тариачин	тариачинтай	тариачин-тай	N-COM;SG	4
сонин	сонины	сонин-ы	N-GEN;SG	8119
сонин	сонинд	сонин-д	N-DAT;SG	6072
сонин	сониныг	сонин-ыг	N-ACC;SG	467
сонин	сониноос	сонин-оос	N-ABL;SG	741
сонин	сониноор	сонин-оор	N-INS;SG	466
сонин	сонинтой	сонин-той	N-COM;SG	298
сонин	сониноо	сонин-оо	N-VOC;SG	217
эцэг	эцэгт	эцэг-т	N-DAT;SG	747
эцэг	эцэгтэй	эцэг-тэй	N-COM;SG	237
хөх	хөхийг	хөх-ийг	N-ACC;SG	332
хөх	хөхөөр	хөх-өөр	N-INS;SG	427
хөх	хөхтэй	хөх-тэй	N-COM;SG	490
хөх	хөхөө	хөх-өө	N-VOC;SG	876
хөргөгч	хөргөгчийн	хөргөгч-ийн	N-GEN;SG	24
хөргөгч	хөргөгчийг	хөргөгч-ийг	N-ACC;SG	104
хөргөгч	хөргөгчөөс	хөргөгч-өөс	N-ABL;SG	12
хөргөгч	хөргөгчөөр	хөргөгч-өөр	N-INS;SG	12
хөргөгч	хөргөгчтэй	хөргөгч-тэй	N-COM;SG	62
хөргөгч	хөргөгчөө	хөргөгч-өө	N-VOC;SG	95
дарлал	дарлалын	дарлал-ын	N-GEN;SG	87
дарлал	дарлалд	дарлал-д	N-DAT;SG	252
дарлал	дарлалыг	дарлал-ыг	N-ACC;SG	231
дарлал	дарлалаас	дарлал-аас	N-ABL;SG	187
дарлал	дарлалаар	дарлал-аар	N-INS;SG	4
дарлал	дарлалтай	дарлал-тай	N-COM;SG	4
дарлал	дарлалаа	дарлал-аа	N-VOC;SG	1
дарамт	дарамтын	дарамт-ын	N-GEN;SG	281
дарамт	дарамтыг	дарамт-ыг	N-ACC;SG	1587
дарамт	дарамтаас	дарамт-аас	N-ABL;SG	807
дарамт	дарамтаар	дарамт-аар	N-INS;SG	70
дарамт	дарамттай	дарамт-тай	N-COM;SG	843
дарамт	дарамтаа	дарамт-аа	N-VOC;SG	91
хавчлага	хавчлагад	хавчлага-д	N-DAT;SG	42
хавчлага	хавчлагатай	хавчлага-тай	N-COM;SG	3
баатар	баатарт	баатар-т	N-DAT;SG	352
баатар	баатартай	баатар-тай	N-COM;SG	184
дайчин	дайчинд	дайчин-д	N-DAT;SG	40
дайчин	дайчинтай	дайчин-тай	N-COM;SG	21
зураас	зураасыг	зураас-ыг	N-ACC;SG	234
зураас	зураасаар	зураас-аар	N-INS;SG	95
зураас	зураастай	зураас-тай	N-COM;SG	160
зураас	зураасаа	зураас-аа	N-VOC;SG	24
цилиндр	цилиндрийн	цилиндр-ийн	N-GEN;SG	93
цилиндр	цилиндрт	цилиндр-т	N-DAT;SG	34
цилиндр	цилиндрийг	цилиндр-ийг	N-ACC;SG	18
цилиндр	цилиндрээс	цилиндр-ээс	N-ABL;SG	2
цилиндр	цилиндрээр	цилиндр-ээр	N-INS;SG	1
цилиндр	цилиндртэй	цилиндр-тэй	N-COM;SG	281
цилиндр	цилиндрээ	цилиндр-ээ	N-VOC;SG	1
радио	радиод	радио-д	N-DAT;SG	893
радио	радиог	радио-г	N-ACC;SG	237
радио	радиотой	радио-той	N-COM;SG	110
бөөлжис	бөөлжистэй	бөөлжис-тэй	N-COM;SG	2
санхүүч	санхүүчийн	санхүүч-ийн	N-GEN;SG	28
