ROOT	WORD	SEGMENTATION	ANALYSIS	FREQ
hamburger	hamburgeri	hamburger-i	N-PSS3S	1
hamburger	hamburger	hamburger	N	16
hamsi	hamsiler	hamsi-ler	N-PL	4
hamsi	hamsinin	hamsi-nin	N-GEN	3
hamsi	hamsiyi	hamsi-yi	N-ACC	3
hamsi	hamsilerin	hamsi-ler-in	N-PL-GEN	2
hamsi	hamsileri	hamsi-ler-i	N-PL-PSS3S	2
hamsi	hamsiden	hamsi-den	N-ABL	1
hamsi	hamsilerde	hamsi-ler-de	N-PL-LOC	1
hamsi	hamsi	hamsi	N	51
hamt	hamt	hamt	N	1
hançer	hançer	hançer	N	24
hançere	hançere	hançere	N	4
hançer	hançerler	hançer-ler	N-PL	2
hançer	hançeri	hançer-i	N-PSS3S	5
hançer	hançerleri	hançer-ler-i	N-PL-PSS3S	1
hanım	hanımın	hanım-ın	N-GEN	55
hanım	hanımlarının	hanım-lar-ı-nın	N-PL-PSS3S-GEN	16
hanım	hanım	hanım	N	381
hanım	hanımım	hanım-ım	N-PSS1S	4
hanım	hanımlara	hanım-lar-a	N-PL-DAT	16
hanım	hanımının	hanım-ı-nın	N-PSS3S-GEN	10
hanım	hanıma	hanım-a	N-DAT	26
hanım	hanımlarımıza	hanım-lar-ımız-a	N-PL-PSS1P-DAT	1
hanım	hanımlar	hanım-lar	N-PL	62
hanım	hanımı	hanım-ı	N-PSS3S	61
hanım	hanımdan	hanım-dan	N-ABL	3
hanım	hanımları	hanım-lar-ı	N-PL-PSS3S	26
hanım	hanımların	hanım-lar-ın	N-PL-GEN	24
hanım	hanımlarda	hanım-lar-da	N-PL-LOC	1
hanım	hanımlarımız	hanım-lar-ımız	N-PL-PSS1P	2
hanım	hanımlarımızın	hanım-lar-ımız-ın	N-PL-PSS1P-GEN	4
hanım	hanımınız	hanım-ınız	N-PSS2P	1
hanım	hanımlardan	hanım-lar-dan	N-PL-ABL	1
hapis	hapisten	hapis-ten	N-ABL	12
hapis	hapisler	hapis-ler	N-PL	1
hapis	hapisleri	hapis-ler-i	N-PL-PSS3S	3
hapis	hapiste	hapis-te	N-LOC	26
hapis	hapis	hapis	N	699
hapis	hapislere	hapis-ler-e	N-PL-DAT	2
hapis	hapislerde	hapis-ler-de	N-PL-LOC	2
hardal	hardallar	hardal-lar	N-PL	1
hardal	hardalın	hardal-ın	N-GEN	1
hardal	hardala	hardal-a	N-DAT	1
hardal	hardalı	hardal-ı	N-PSS3S	3
hardal	hardal	hardal	N	22
harf	harfler	harf-ler	N-PL	112
harf	harflere	harf-ler-e	N-PL-DAT	18
harf	harflerden	harf-ler-den	N-PL-ABL	16
harf	harfin	harf-in	N-GEN	37
harf	harfe	harf-e	N-DAT	19
harf	harfi	harf-i	N-PSS3S	164
harf	harflerin	harf-ler-in	N-PL-GEN	54
harf	harfleri	harf-ler-i	N-PL-PSS3S	119
harf	harften	harf-ten	N-ABL	12
harf	harflerde	harf-ler-de	N-PL-LOC	2
harf	harfte	harf-te	N-LOC	4
harf	harf	harf	N	394
harita	haritayı	harita-yı	N-ACC	43
harita	haritaların	harita-lar-ın	N-PL-GEN	63
harita	haritadan	harita-dan	N-ABL	28
harita	haritalarının	harita-lar-ı-nın	N-PL-PSS3S-GEN	45
harita	haritalarınızı	harita-lar-ınız-ı	N-PL-PSS2P-ACC	6
harita	haritamıza	harita-mız-a	N-PSS1P-DAT	3
harita	haritalar	harita-lar	N-PL	161
harita	haritaları	harita-lar-ı	N-PL-PSS3S	101
harita	haritanızın	harita-nız-ın	N-PSS2P-GEN	1
harita	haritanızı	harita-nız-ı	N-PSS2P-ACC	3
harita	haritada	harita-da	N-LOC	50
harita	harita	harita	N	740
harita	haritalarınıza	harita-lar-ınız-a	N-PL-PSS2P-DAT	2
harita	haritalara	harita-lar-a	N-PL-DAT	22
harita	haritasının	harita-sı-nın	N-PSS3S-GEN	36
harita	haritanın	harita-nın	N-GEN	49
harita	haritalarımız	harita-lar-ımız	N-PL-PSS1P	1
harita	haritalarda	harita-lar-da	N-PL-LOC	25
harita	haritanızda	harita-nız-da	N-PSS2P-LOC	1
harita	haritaya	harita-ya	N-DAT	30
harita	haritamızı	harita-mız-ı	N-PSS1P-ACC	9
harita	haritamız	harita-mız	N-PSS1P	5
harita	haritası	harita-sı	N-PSS3S	264
harita	haritalardan	harita-lar-dan	N-PL-ABL	6
harç	harçların	harç-lar-ın	N-PL-GEN	17
harç	harçtan	harç-tan	N-ABL	44
harç	harçlarının	harç-lar-ı-nın	N-PL-PSS3S-GEN	7
harç	harçlar	harç-lar	N-PL	89
harç	harçları	harç-lar-ı	N-PL-ACC	60
harç	harç	harç	N	373
harç	harçlara	harç-lar-a	N-PL-DAT	1
harç	harçlarda	harç-lar-da	N-PL-LOC	5
harç	harçlardan	harç-lar-dan	N-PL-ABL	16
harçlık	harçlıkları	harçlık-lar-ı	N-PL-PSS3S	4
harçlık	harçlık	harçlık	N	14
harçlık	harçlıklardan	harçlık-lar-dan	N-PL-ABL	1
hasret	hasretlerimizi	hasret-ler-imiz-i	N-PL-PSS1P-ACC	1
hasret	hasreti	hasret-i	N-PSS3S	21
hasret	hasretin	hasret-in	N-GEN	13
hasret	hasretler	hasret-ler	N-PL	1
hasret	hasret	hasret	N	120
hasret	hasretinin	hasret-i-nin	N-PSS3S-GEN	3
hasret	hasrete	hasret-e	N-DAT	3
hastalık	hastalıklarınızın	hastalık-lar-ınız-ın	N-PL-PSS2P-GEN	1
hastalık	hastalıkların	hastalık-lar-ın	N-PL-GEN	339
hastalık	hastalıktan	hastalık-tan	N-ABL	170
hastalık	hastalıklarının	hastalık-lar-ı-nın	N-PL-PSS3S-GEN	152
hastalık	hastalıklar	hastalık-lar	N-PL	496
hastalık	hastalıkları	hastalık-lar-ı	N-PL-PSS3S	943
hastalık	hastalıkta	hastalık-ta	N-LOC	54
hastalık	hastalık	hastalık	N	1718
hastalık	hastalıklarınıza	hastalık-lar-ınız-a	N-PL-PSS2P-DAT	1
hastalık	hastalıklara	hastalık-lar-a	N-PL-DAT	203
hastalık	hastalıklarımız	hastalık-lar-ımız	N-PL-PSS1P	2
hastalık	hastalıklarda	hastalık-lar-da	N-PL-LOC	126
hastalık	hastalıklarımıza	hastalık-lar-ımız-a	N-PL-PSS1P-DAT	1
hastalık	hastalıklardan	hastalık-lar-dan	N-PL-ABL	139
hastane	hastanemizde	hastane-miz-de	N-PSS1P-LOC	53
hastane	hastanelerimizin	hastane-ler-imiz-in	N-PL-PSS1P-GEN	3
hastane	hastaneyi	hastane-yi	N-ACC	16
hastane	hastanelerin	hastane-ler-in	N-PL-GEN	84
hastane	hastaneden	hastane-den	N-ABL	71
hastane	hastanelerinin	hastane-ler-i-nin	N-PL-PSS3S-GEN	27
hastane	hastanelerimizde	hastane-ler-imiz-de	N-PL-PSS1P-LOC	9
hastane	hastanemize	hastane-miz-e	N-PSS1P-DAT	27
hastane	hastaneler	hastane-ler	N-PL	196
hastane	hastaneleri	hastane-ler-i	N-PL-PSS3S	111
hastane	hastanenizin	hastane-niz-in	N-PSS2P-GEN	1
hastane	hastanemizin	hastane-miz-in	N-PSS1P-GEN	34
hastane	hastanenizi	hastane-niz-i	N-PSS2P-ACC	1
hastane	hastanede	hastane-de	N-LOC	345
hastane	hastane	hastane	N	945
hastane	hastanelerimizden	hastane-ler-imiz-den	N-PL-PSS1P-ABL	2
hastane	hastanelere	hastane-ler-e	N-PL-DAT	65
hastane	hastanesinin	hastane-si-nin	N-PSS3S-GEN	33
hastane	hastanenin	hastane-nin	N-GEN	154
hastane	hastanelerimiz	hastane-ler-imiz	N-PL-PSS1P	1
hastane	hastanelerde	hastane-ler-de	N-PL-LOC	162
hastane	hastaneniz	hastane-niz	N-PSS2P	1
hastane	hastanenizde	hastane-niz-de	N-PSS2P-LOC	4
hastane	hastaneye	hastane-ye	N-DAT	410
hastane	hastanemizi	hastane-miz-i	N-PSS1P-ACC	4
hastane	hastanemiz	hastane-miz	N-PSS1P	69
hastane	hastanesi	hastane-si	N-PSS3S	757
hastane	hastanelerden	hastane-ler-den	N-PL-ABL	27
hata	hatalarınızın	hata-lar-ınız-ın	N-PL-PSS2P-GEN	1
hata	hatalarının	hata-lar-ı-nın	N-PL-PSS3S-GEN	26
hata	hata	hata	N	1067
hata	hatalara	hata-lar-a	N-PL-DAT	44
hata	hatasının	hata-sı-nın	N-PSS3S-GEN	10
hata	hataya	hata-ya	N-DAT	34
hata	hatamız	hata-mız	N-PSS1P	4
hata	hatalar	hata-lar	N-PL	205
hata	hatayı	hata-yı	N-ACC	70
hata	hatadan	hata-dan	N-ABL	26
hata	hatamıza	hata-mız-a	N-PSS1P-DAT	1
hata	hataları	hata-lar-ı	N-PL-ACC	240
hata	hatada	hata-da	N-LOC	3
hata	hatalarımızdan	hata-lar-ımız-dan	N-PL-PSS1P-ABL	3
hata	hatamızı	hata-mız-ı	N-PSS1P-ACC	1
hata	hatanın	hata-nın	N-GEN	47
hata	hatalarımızı	hata-lar-ımız-ı	N-PL-PSS1P-ACC	7
hata	hataların	hata-lar-ın	N-PL-GEN	86
hata	hatalarınızı	hata-lar-ınız-ı	N-PL-PSS2P-ACC	1
hata	hatalarda	hata-lar-da	N-PL-LOC	3
hata	hatası	hata-sı	N-PSS3S	130
hata	hatanızı	hata-nız-ı	N-PSS2P-ACC	2
hata	hatalarımız	hata-lar-ımız	N-PL-PSS1P	4
hata	hatalarımızın	hata-lar-ımız-ın	N-PL-PSS1P-GEN	1
hata	hatanız	hata-nız	N-PSS2P	3
hata	hatalardan	hata-lar-dan	N-PL-ABL	54
hatır	hatırı	hatır-ı	N-PSS3S	48
hatır	hatırın	hatır-ın	N-GEN	3
hatır	hatırların	hatır-lar-ın	N-PL-GEN	1
hatır	hatırdan	hatır-dan	N-ABL	7
hatır	hatırımıza	hatır-ımız-a	N-PSS1P-DAT	3
hatır	hatırda	hatır-da	N-LOC	6
hatır	hatır	hatır	N	32
hatır	hatırlarınıza	hatır-lar-ınız-a	N-PL-PSS2P-DAT	1
hatır	hatırının	hatır-ı-nın	N-PSS3S-GEN	1
hatır	hatırınız	hatır-ınız	N-PSS2P	1
hatır	hatırınıza	hatır-ınız-a	N-PSS2P-DAT	1
hatır	hatırınızda	hatır-ınız-da	N-PSS2P-LOC	3
hatıra	hatıra	hatıra	N	185
hatır	hatırımızı	hatır-ımız-ı	N-PSS1P-ACC	1
hatır	hatırımız	hatır-ımız	N-PSS1P	1
havlu	havluyu	havlu-yu	N-ACC	2
havlu	havluların	havlu-lar-ın	N-PL-GEN	3
havlu	havludan	havlu-dan	N-ABL	2
havlu	havlular	havlu-lar	N-PL	4
havlu	havluları	havlu-lar-ı	N-PL-PSS3S	2
havlu	havluda	havlu-da	N-LOC	1
havlu	havlu	havlu	N	98
havlu	havlunun	havlu-nun	N-GEN	1
havlu	havlularımız	havlu-lar-ımız	N-PL-PSS1P	2
havlu	havluya	havlu-ya	N-DAT	9
havlu	havlusu	havlu-su	N-PSS3S	8
havra	havralarımızı	havra-lar-ımız-ı	N-PL-PSS1P-ACC	1
havra	havran	havra-n	N-PSS2S	20
havra	havraları	havra-lar-ı	N-PL-PSS3S	1
havra	havra	havra	N	5
havra	havraya	havra-ya	N-DAT	1
havuz	havuzumuzda	havuz-umuz-da	N-PSS1P-LOC	6
havuz	havuzu	havuz-u	N-ACC	261
havuz	havuzun	havuz-un	N-GEN	57
havuz	havuzların	havuz-lar-ın	N-PL-GEN	11
havuz	havuzdan	havuz-dan	N-ABL	26
havuz	havuzlarının	havuz-lar-ı-nın	N-PL-PSS3S-GEN	9
havuz	havuzlar	havuz-lar	N-PL	43
havuz	havuzları	havuz-lar-ı	N-PL-PSS3S	52
havuz	havuzda	havuz-da	N-LOC	30
havuz	havuz	havuz	N	260
havuz	havuzlara	havuz-lar-a	N-PL-DAT	9
havuz	havuzunun	havuz-u-nun	N-PSS3S-GEN	25
havuz	havuzunuzdan	havuz-unuz-dan	N-PSS2P-ABL	1
havuz	havuzlarımız	havuz-lar-ımız	N-PL-PSS1P	2
havuz	havuzlarda	havuz-lar-da	N-PL-LOC	26
havuz	havuzunuz	havuz-unuz	N-PSS2P	1
havuz	havuzumuzdan	havuz-umuz-dan	N-PSS1P-ABL	2
havuz	havuza	havuz-a	N-DAT	49
havuz	havuzumuz	havuz-umuz	N-PSS1P	6
havuz	havuzlardan	havuz-lar-dan	N-PL-ABL	5
havuç	havuçların	havuç-lar-ın	N-PL-GEN	1
havuç	havuçtan	havuç-tan	N-ABL	1
havuç	havuçlar	havuç-lar	N-PL	9
havuç	havuçları	havuç-lar-ı	N-PL-PSS3S	5
havuç	havuçta	havuç-ta	N-LOC	1
havuç	havuç	havuç	N	74
hayvan	hayvanlar	hayvan-lar	N-PL	455
hayvan	hayvanlara	hayvan-lar-a	N-PL-DAT	105
hayvan	hayvanlardan	hayvan-lar-dan	N-PL-ABL	58
hayvan	hayvanın	hayvan-ın	N-GEN	123
hayvan	hayvana	hayvan-a	N-DAT	32
hayvan	hayvanı	hayvan-ı	N-PSS3S	61
hayvan	hayvanların	hayvan-lar-ın	N-PL-GEN	427
hayvan	hayvanları	hayvan-lar-ı	N-PL-PSS3S	204
hayvan	hayvandan	hayvan-dan	N-ABL	22
hayvan	hayvanlarda	hayvan-lar-da	N-PL-LOC	108
hayvan	hayvan	hayvan	N	1453
hazine	hazineler	hazine-ler	N-PL	4
hazine	hazinelere	hazine-ler-e	N-PL-DAT	1
hazine	hazinelerden	hazine-ler-den	N-PL-ABL	1
hazine	hazinenin	hazine-nin	N-GEN	43
hazine	hazineye	hazine-ye	N-DAT	98
hazine	hazineyi	hazine-yi	N-ACC	26
hazine	hazinelerin	hazine-ler-in	N-PL-GEN	3
hazine	hazineleri	hazine-ler-i	N-PL-PSS3S	9
hazine	hazineden	hazine-den	N-ABL	25
hazine	hazinede	hazine-de	N-LOC	4
hazine	hazine	hazine	N	694
hazırlık	hazırlıklar	hazırlık-lar	N-PL	116
hazırlık	hazırlıklara	hazırlık-lar-a	N-PL-DAT	31
hazırlık	hazırlıklardan	hazırlık-lar-dan	N-PL-ABL	3
hazırlık	hazırlıkların	hazırlık-lar-ın	N-PL-GEN	40
hazırlık	hazırlıkları	hazırlık-lar-ı	N-PL-PSS3S	202
hazırlık	hazırlıktan	hazırlık-tan	N-ABL	5
hazırlık	hazırlıklarda	hazırlık-lar-da	N-PL-LOC	5
hazırlık	hazırlıkta	hazırlık-ta	N-LOC	6
hazırlık	hazırlık	hazırlık	N	1275
haç	haçın	haç-ın	N-GEN	1
haç	haçların	haç-lar-ın	N-PL-GEN	1
haç	haç	haç	N	42
haç	haça	haç-a	N-DAT	1
hece	hecelerinin	hece-ler-i-nin	N-PL-PSS3S-GEN	2
hece	hece	hece	N	59
hece	hecelere	hece-ler-e	N-PL-DAT	4
hece	hecesinin	hece-si-nin	N-PSS3S-GEN	9
hece	heceye	hece-ye	N-DAT	11
hece	heceler	hece-ler	N-PL	4
hece	heceyi	hece-yi	N-ACC	9
hece	heceden	hece-den	N-ABL	1
hece	heceleri	hece-ler-i	N-PL-PSS3S	11
hece	hecede	hece-de	N-LOC	4
hece	hecenin	hece-nin	N-GEN	10
hece	hecelerin	hece-ler-in	N-PL-GEN	4
hece	hecelerde	hece-ler-de	N-PL-LOC	1
hece	hecesi	hece-si	N-PSS3S	42
hece	hecelerden	hece-ler-den	N-PL-ABL	1
hedef	hedefler	hedef-ler	N-PL	343
hedef	hedeflere	hedef-ler-e	N-PL-DAT	252
hedef	hedeflerden	hedef-ler-den	N-PL-ABL	20
hedef	hedefin	hedef-in	N-GEN	58
hedef	hedefe	hedef-e	N-DAT	275
hedef	hedefi	hedef-i	N-PSS3S	540
hedef	hedeflerin	hedef-ler-in	N-PL-GEN	104
hedef	hedefleri	hedef-ler-i	N-PL-PSS3S	385
hedef	hedeften	hedef-ten	N-ABL	11
hedef	hedeflerde	hedef-ler-de	N-PL-LOC	11
hedef	hedefte	hedef-te	N-LOC	10
hedef	hedef	hedef	N	1596
hedonizm	hedonizmin	hedonizm-in	N-GEN	1
helikopter	helikopterler	helikopter-ler	N-PL	19
helikopter	helikopterlerden	helikopter-ler-den	N-PL-ABL	2
helikopter	helikopterin	helikopter-in	N-GEN	11
helikopter	helikoptere	helikopter-e	N-DAT	2
helikopter	helikopteri	helikopter-i	N-PSS3S	9
helikopter	helikopterlerin	helikopter-ler-in	N-PL-GEN	6
helikopter	helikopterleri	helikopter-ler-i	N-PL-PSS3S	11
helikopter	helikopterden	helikopter-den	N-ABL	4
helikopter	helikopterlerde	helikopter-ler-de	N-PL-LOC	1
helikopter	helikopterde	helikopter-de	N-LOC	3
helikopter	helikopter	helikopter	N	84
helva	helvayı	helva-yı	N-ACC	8
helva	helvadan	helva-dan	N-ABL	1
helva	helvada	helva-da	N-LOC	1
helva	helva	helva	N	41
helva	helvanın	helva-nın	N-GEN	2
helva	helvaya	helva-ya	N-DAT	2
helva	helvası	helva-sı	N-PSS3S	6
hemşire	hemşirenize	hemşire-niz-e	N-PSS2P-DAT	3
hemşire	hemşirelerinin	hemşire-ler-i-nin	N-PL-PSS3S-GEN	3
hemşire	hemşire	hemşire	N	363
hemşire	hemşirelere	hemşire-ler-e	N-PL-DAT	10
hemşire	hemşiresinin	hemşire-si-nin	N-PSS3S-GEN	4
hemşire	hemşireye	hemşire-ye	N-DAT	10
hemşire	hemşiremiz	hemşire-miz	N-PSS1P	2
hemşire	hemşireler	hemşire-ler	N-PL	72
hemşire	hemşireyi	hemşire-yi	N-ACC	5
hemşire	hemşireden	hemşire-den	N-ABL	6
hemşire	hemşireleri	hemşire-ler-i	N-PL-PSS3S	28
hemşire	hemşirene	hemşire-n-e	N-PSS2S-DAT	1
hemşire	hemşirenin	hemşire-nin	N-GEN	26
hemşire	hemşirelerin	hemşire-ler-in	N-PL-GEN	35
hemşire	hemşirelerinizden	hemşire-ler-iniz-den	N-PL-PSS2P-ABL	1
hemşire	hemşiresi	hemşire-si	N-PSS3S	39
hemşire	hemşirelerimiz	hemşire-ler-imiz	N-PL-PSS1P	5
hemşire	hemşirelerimizin	hemşire-ler-imiz-in	N-PL-PSS1P-GEN	2
hemşire	hemşireniz	hemşire-niz	N-PSS2P	3
hemşire	hemşirelerden	hemşire-ler-den	N-PL-ABL	7
hendese	hendese	hendese	N	3
hesap	hesaplar	hesap-lar	N-PL	266
hesap	hesaplara	hesap-lar-a	N-PL-DAT	123
hesap	hesaplardan	hesap-lar-dan	N-PL-ABL	22
hesap	hesapların	hesap-lar-ın	N-PL-GEN	151
hesap	hesapları	hesap-lar-ı	N-PL-ACC	433
hesap	hesaptan	hesap-tan	N-ABL	57
hesap	hesaplarda	hesap-lar-da	N-PL-LOC	46
hesap	hesapta	hesap-ta	N-LOC	63
hesap	hesap	hesap	N	2395
heyecan	heyecanlarımızı	heyecan-lar-ımız-ı	N-PL-PSS1P-ACC	1
heyecan	heyecanlarımızın	heyecan-lar-ımız-ın	N-PL-PSS1P-GEN	2
heyecan	heyecanı	heyecan-ı	N-PSS3S	131
heyecan	heyecanın	heyecan-ın	N-GEN	13
heyecan	heyecanların	heyecan-lar-ın	N-PL-GEN	9
heyecan	heyecandan	heyecan-dan	N-ABL	31
heyecan	heyecanlarının	heyecan-lar-ı-nın	N-PL-PSS3S-GEN	2
heyecan	heyecanlar	heyecan-lar	N-PL	13
heyecan	heyecanları	heyecan-lar-ı	N-PL-PSS3S	9
heyecan	heyecanınızı	heyecan-ınız-ı	N-PSS2P-ACC	2
heyecan	heyecan	heyecan	N	337
heyecan	heyecanının	heyecan-ı-nın	N-PSS3S-GEN	9
heyecan	heyecanımızdan	heyecan-ımız-dan	N-PSS1P-ABL	2
heyecan	heyecana	heyecan-a	N-DAT	18
heyecan	heyecanımızı	heyecan-ımız-ı	N-PSS1P-ACC	7
heyecan	heyecanımız	heyecan-ımız	N-PSS1P	5
heyecan	heyecanlarımıza	heyecan-lar-ımız-a	N-PL-PSS1P-DAT	1
heyet	heyeti	heyet-i	N-PSS3S	607
heyet	heyetin	heyet-in	N-GEN	98
heyet	heyetlerin	heyet-ler-in	N-PL-GEN	16
heyet	heyetten	heyet-ten	N-ABL	4
heyet	heyetlerinin	heyet-ler-i-nin	N-PL-PSS3S-GEN	17
heyet	heyetimize	heyet-imiz-e	N-PSS1P-DAT	6
heyet	heyetler	heyet-ler	N-PL	24
heyet	heyetleri	heyet-ler-i	N-PL-PSS3S	62
heyet	heyetinizin	heyet-iniz-in	N-PSS2P-GEN	5
heyet	heyetimizin	heyet-imiz-in	N-PSS1P-GEN	8
heyet	heyetinizi	heyet-iniz-i	N-PSS2P-ACC	6
heyet	heyette	heyet-te	N-LOC	24
heyet	heyet	heyet	N	453
heyet	heyetlere	heyet-ler-e	N-PL-DAT	4
heyet	heyetinin	heyet-i-nin	N-PSS3S-GEN	109
heyet	heyetinizden	heyet-iniz-den	N-PSS2P-ABL	1
heyet	heyetlerimiz	heyet-ler-imiz	N-PL-PSS1P	1
heyet	heyetlerde	heyet-ler-de	N-PL-LOC	1
heyet	heyetiniz	heyet-iniz	N-PSS2P	2
heyet	heyetimizden	heyet-imiz-den	N-PSS1P-ABL	1
heyet	heyetinize	heyet-iniz-e	N-PSS2P-DAT	7
heyet	heyete	heyet-e	N-DAT	53
heyet	heyetimizi	heyet-imiz-i	N-PSS1P-ACC	3
heyet	heyetimiz	heyet-imiz	N-PSS1P	38
hidrat	hidratlar	hidrat-lar	N-PL	2
hidrat	hidratın	hidrat-ın	N-GEN	1
hidrat	hidratları	hidrat-lar-ı	N-PL-PSS3S	2
hidrat	hidrattan	hidrat-tan	N-ABL	1
hidrat	hidrat	hidrat	N	4
hikaye	hikayeler	hikaye-ler	N-PL	79
hikaye	hikayelere	hikaye-ler-e	N-PL-DAT	8
hikaye	hikayelerden	hikaye-ler-den	N-PL-ABL	10
hikaye	hikayeye	hikaye-ye	N-DAT	13
hikaye	hikayelerin	hikaye-ler-in	N-PL-GEN	28
hikaye	hikayeden	hikaye-den	N-ABL	10
hikâye	hikaye	hikaye	N	280
hindi	hindi	hindi	N	125
hindi	hindiye	hindi-ye	N-DAT	2
hindi	hindiler	hindi-ler	N-PL	2
hindi	hindiyi	hindi-yi	N-ACC	5
hindi	hindiden	hindi-den	N-ABL	2
hindi	hindileri	hindi-ler-i	N-PL-PSS3S	2
hindi	hindinin	hindi-nin	N-GEN	9
hindi	hindilerin	hindi-ler-in	N-PL-GEN	1
hindi	hindilerde	hindi-ler-de	N-PL-LOC	1
hindi	hindinizi	hindi-niz-i	N-PSS2P-ACC	2
hindi	hindilerden	hindi-ler-den	N-PL-ABL	2
hiperbol	hiperbol	hiperbol	N	5
his	hislerimizi	his-ler-imiz-i	N-PL-PSS1P-ACC	2
his	hislerimizin	his-ler-imiz-in	N-PL-PSS1P-GEN	1
his	hissi	his-si	N-PSS3S	264
his	hislerin	his-ler-in	N-PL-GEN	11
his	hislerinin	his-ler-i-nin	N-PL-PSS3S-GEN	3
his	hislerinizi	his-ler-iniz-i	N-PL-PSS2P-ACC	2
his	hisler	his-ler	N-PL	12
his	hisleri	his-ler-i	N-PL-PSS3S	25
his	his	his	N	115
his	hislere	his-ler-e	N-PL-DAT	7
his	hissinin	his-si-nin	N-PSS3S-GEN	18
his	hislerimiz	his-ler-imiz	N-PL-PSS1P	3
hisse	hisse	hisse	N	564
his	hislerden	his-ler-den	N-PL-ABL	1
hiyeroglif	hiyeroglifler	hiyeroglif-ler	N-PL	2
hiyeroglif	hiyeroglifi	hiyeroglif-i	N-PSS3S	1
hiyeroglif	hiyerogliften	hiyeroglif-ten	N-ABL	1
hiyeroglif	hiyeroglif	hiyeroglif	N	4
hoca	hocalarınızın	hoca-lar-ınız-ın	N-PL-PSS2P-GEN	1
hoca	hocalarının	hoca-lar-ı-nın	N-PL-PSS3S-GEN	7
hoca	hoca	hoca	N	450
hoca	hocalara	hoca-lar-a	N-PL-DAT	8
hoca	hocasının	hoca-sı-nın	N-PSS3S-GEN	14
hoca	hocalarım	hoca-lar-ım	N-PL-PSS1S	7
hoca	hocaya	hoca-ya	N-DAT	10
hoca	hocamız	hoca-mız	N-PSS1P	66
hoca	hocalarımıza	hoca-lar-ımız-a	N-PL-PSS1P-DAT	7
hoca	hocalar	hoca-lar	N-PL	34
hoca	hocayı	hoca-yı	N-ACC	6
hoca	hocadan	hoca-dan	N-ABL	4
hoca	hocamıza	hoca-mız-a	N-PSS1P-DAT	5
hoca	hocanızın	hoca-nız-ın	N-PSS2P-GEN	3
hoca	hocaları	hoca-lar-ı	N-PL-ACC	29
hoca	hocalarımızdan	hoca-lar-ımız-dan	N-PL-PSS1P-ABL	6
hoca	hocamızı	hoca-mız-ı	N-PSS1P-ACC	7
hoca	hocanın	hoca-nın	N-GEN	30
hoca	hocalarımızı	hoca-lar-ımız-ı	N-PL-PSS1P-ACC	8
hoca	hocaların	hoca-lar-ın	N-PL-GEN	17
hoca	hocalarda	hoca-lar-da	N-PL-LOC	1
hoca	hocamızdan	hoca-mız-dan	N-PSS1P-ABL	4
hoca	hocası	hoca-sı	N-PSS3S	116
hoca	hocamızın	hoca-mız-ın	N-PSS1P-GEN	28
hoca	hocalarımız	hoca-lar-ımız	N-PL-PSS1P	22
hoca	hocalarımızın	hoca-lar-ımız-ın	N-PL-PSS1P-GEN	13
hoca	hocanız	hoca-nız	N-PSS2P	1
hoca	hocalardan	hoca-lar-dan	N-PL-ABL	10
homoseksüel	homoseksüel	homoseksüel	N	11
homoseksüel	homoseksüeller	homoseksüel-ler	N-PL	2
homoseksüel	homoseksüellerin	homoseksüel-ler-in	N-PL-GEN	1
homurtu	homurtunun	homurtu-nun	N-GEN	1
homurtu	homurtuya	homurtu-ya	N-DAT	2
hudut	hudutlarımızın	hudut-lar-ımız-ın	N-PL-PSS1P-GEN	1
hudut	hudutların	hudut-lar-ın	N-PL-GEN	3
hudut	huduttan	hudut-tan	N-ABL	1
hudut	hudutlarının	hudut-lar-ı-nın	N-PL-PSS3S-GEN	2
hudut	hudutlarımızda	hudut-lar-ımız-da	N-PL-PSS1P-LOC	1
hudut	hudutlar	hudut-lar	N-PL	5
hudut	hudut	hudut	N	41
hudut	hudutlarımız	hudut-lar-ımız	N-PL-PSS1P	3
hudut	hudutlarda	hudut-lar-da	N-PL-LOC	2
hukuk	hukuklar	hukuk-lar	N-PL	2
hukuk	hukukun	hukuk-un	N-GEN	354
hukuk	hukuka	hukuk-a	N-DAT	261
hukuk	hukuku	hukuk-u	N-PSS3S	569
hukuk	hukuktan	hukuk-tan	N-ABL	13
hukuk	hukuklarda	hukuk-lar-da	N-PL-LOC	1
hukuk	hukukta	hukuk-ta	N-LOC	54
hukuk	hukuk	hukuk	N	2097
huni	huniler	huni-ler	N-PL	1
huni	huni	huni	N	20
huni	hunisinin	huni-si-nin	N-PSS3S-GEN	1
huni	huninin	huni-nin	N-GEN	1
huni	huniye	huni-ye	N-DAT	1
huni	hunisi	huni-si	N-PSS3S	2
huri	huri	huri	N	1
huri	huriye	huri-ye	N-DAT	5
huri	hurisi	huri-si	N-PSS3S	2
huzur	huzurunuza	huzur-unuz-a	N-PSS2P-DAT	8
huzur	huzurun	huzur-un	N-GEN	20
huzur	huzurlarınıza	huzur-lar-ınız-a	N-PL-PSS2P-DAT	4
huzur	huzur	huzur	N	525
huzur	huzurunun	huzur-u-nun	N-PSS3S-GEN	3
huzur	huzura	huzur-a	N-DAT	56
huzur	huzurumuz	huzur-umuz	N-PSS1P	1
huzur	huzuru	huzur-u	N-ACC	98
huzur	huzurdan	huzur-dan	N-ABL	6
huzur	huzurunuzun	huzur-unuz-un	N-PSS2P-GEN	3
